keypress_duration,inter_key_delay,error_rate,session_length,swipe_speed,label
49.28072830217812,17.459800049067567,0.0001664190887079177,34.0,3.574679113849339,1.0
64.79423950339401,76.74063793079961,0.02374350852512113,409.0,0.9519596886806982,0.0
87.73115604351216,106.44147060439474,0.028624872957497816,88.0,0.5869025741480614,0.0
83.56603403498417,136.4438513892659,0.0871067154297562,143.0,1.8495427784297016,0.0
31.55046256304975,20.671074782756662,0.13477318277563766,12.0,2.9481795961385195,1.0
32.40388822504599,15.950165376744573,0.5750002134684331,36.0,4.506489539566229,1.0
49.97681383341982,110.38378864987357,0.044486869544187464,218.0,1.2788724607899047,0.0
115.7390342402611,118.96575404896102,0.06755497159080101,316.0,1.5306496919758619,0.0
86.80948368963044,55.31930872350057,0.08320526668913301,414.0,0.8867381547360791,0.0
99.32666373977378,151.36920360627798,0.1794542582529032,106.0,0.9171991943561763,0.0
19.459098098702643,27.9994357705495,0.14327200384793826,19.0,4.212190081610662,1.0
91.10021354456504,159.03475045956094,0.05685609108965913,435.0,1.1949904160741105,0.0
92.25163800801187,132.21791681206406,0.050540903751594396,348.0,0.439090348439656,0.0
28.47524750658414,18.359151958400055,0.24279619472166739,5.0,3.9010429371093234,1.0
17.546844909498606,34.04539144185853,0.17081548379876907,19.0,3.2509600862508425,1.0
70.40372700875378,55.959189975694315,0.11555127701449647,434.0,1.8280459961312414,0.0
12.897878436783103,22.751260499921017,0.07738926755863737,30.0,3.9707153969049336,1.0
67.6327817646314,82.58047590917494,0.09878952882474615,442.0,1.3227770245838586,0.0
101.56665409874694,96.94933021356263,0.025900645945089954,251.0,0.8297648755382335,0.0
36.51266305010684,31.307792137562807,0.12454074566645984,17.0,2.0844897003296374,1.0
39.652226289731026,30.28178893537436,0.2114654520850575,20.0,3.5909722142549696,1.0
77.13043512677578,66.97133661181857,0.011378802569704987,98.0,1.233298093521377,0.0
80.54089890196693,102.69454580555063,0.041148104784176735,263.0,0.9390389032317613,0.0
84.74071805966429,111.57799797447865,0.13955528450918098,492.0,1.085611977785972,0.0
87.81750883598168,122.77062114763375,0.053906121585394984,382.0,1.1957158162809198,0.0
32.70814156881015,10.994267670414201,0.07373934282353427,27.0,4.104457976135785,1.0
75.21340104483653,138.32534749232562,0.09394675321973213,347.0,1.7884355471290942,0.0
77.68205776896797,162.0355882510169,0.1187101168203997,378.0,1.3634032191516334,0.0
80.32778218285165,159.36075786659742,0.0904692505506176,303.0,1.0599934356820544,0.0
26.407933083478554,11.508560804884532,0.197723259399743,43.0,3.2204403406951103,1.0
70.66748449618612,121.67818050397202,0.09134196929356493,336.0,1.2528831107184557,0.0
80.81530378085573,119.76286453880292,0.09704727984487883,316.0,1.9722070875820115,0.0
37.90011098611832,18.97993232761474,0.5765307052447475,9.0,3.793507002577186,1.0
83.40179069163703,121.09442266842694,0.03946951195656232,331.0,1.1840098971345296,0.0
87.36150063490729,58.357160769741185,0.05521298841456428,81.0,1.354822822901715,0.0
25.433410186076102,11.64648778504114,0.37114503018389794,43.0,3.4368271985677197,1.0
33.022134635799944,29.7893185628158,0.4068575928928127,8.0,4.091120085038496,1.0
25.87150251797749,23.012983877435946,0.08609305188142452,32.0,3.626358810588926,1.0
83.04162572378551,150.82743211661466,0.017084233631664465,430.0,1.8747938094812566,0.0
76.23346117944631,126.32593806264262,0.02062956011520902,312.0,1.14077342470061,0.0
58.8085117416145,150.46545649448788,0.027193616053621857,301.0,0.8089900170251952,0.0
53.245833054287246,157.41634263427352,0.12694653291200705,337.0,1.0307884771862028,0.0
57.84713274731402,58.86814476795847,0.07850361679235765,338.0,0.8916819120048707,0.0
61.2452669161528,92.0677953617369,0.013280974804250844,470.0,0.930778457139092,0.0
95.74009415815111,147.83227198653617,0.02385932219111506,233.0,0.9091027159897039,0.0
81.08050359848868,135.1974946257076,0.09663454204485378,170.0,0.8105522965078149,0.0
70.17818456855915,120.753861336481,0.0433571500202545,380.0,1.4423122808104303,0.0
67.80588357034512,160.9155097479807,0.06835169565076284,322.0,1.2362131062533885,0.0
80.99818723788808,102.48958929581457,0.04052047283039961,121.0,1.396202892044801,0.0
57.79195231152475,139.3367523595194,0.07474148930638919,496.0,1.2934874267023795,0.0
69.53864265049585,104.14721606653423,0.0686992313151307,226.0,0.8012432604599792,0.0
71.86163269832262,96.42611191851681,0.05251414484650772,394.0,1.490232138041372,0.0
63.15847351593507,90.41279668450207,0.13794850235166245,384.0,1.400926229013575,0.0
65.05372060996416,132.0092972492902,0.022289967870412465,454.0,0.9898083396460391,0.0
62.76194004217559,188.18975477938167,0.19718660945625743,107.0,1.7998131796110304,0.0
77.26250236024607,112.27436403270626,0.03836358932330901,343.0,0.9094393798524074,0.0
84.99605558927382,131.8013061076229,0.0638212373631672,375.0,1.495576172777847,0.0
88.37823438911335,88.58138560848569,0.1301995093188337,486.0,1.1771823764095668,0.0
29.973528687538966,13.659770613655835,0.14130348600491296,18.0,2.7843305258837816,1.0
5.0,30.21403851930399,0.21198588268152777,42.0,4.230406780381603,1.0
86.89078657574917,110.97706245459796,0.023205894960751625,264.0,1.1205808743319186,0.0
81.08194261570804,69.5302055462692,0.0715027857029665,346.0,0.9118788804009443,0.0
88.48190628753639,115.75791987523866,0.10986932599886963,141.0,0.880525134533718,0.0
107.9347634209232,140.26819899493435,0.15176120944697663,470.0,1.1647656374182989,0.0
69.39103205072804,118.35886689452187,0.12273110287975313,421.0,1.254280972999131,0.0
109.26518840189449,111.01986276744834,0.06778856250661099,71.0,1.3212167544360287,0.0
40.889630273849875,15.917078759543635,0.00041576924928242155,14.0,2.5052807876380356,1.0
21.09695684112703,8.971212898490547,0.1066056356641499,27.0,3.9880363409860697,1.0
17.511786682139167,28.64334774471186,0.5749878870416735,44.0,3.232123907708065,1.0
92.82028595203343,149.03996413661594,0.09158824434994654,258.0,1.0175207935368482,0.0
60.78396189731252,122.63602911242182,0.009046415825200002,302.0,1.1727957466176417,0.0
74.15285295266348,136.66080685525725,0.13585743774227851,270.0,1.5865892045027525,0.0
56.84562196216878,145.438762303911,0.1114723294134612,354.0,1.5244421773066805,0.0
77.52593336905672,114.75095889857465,0.0992574073111405,243.0,1.2022438939287141,0.0
83.29995025957648,112.97623388151263,0.18348467332342647,220.0,1.0671608035405136,0.0
76.44724603235474,82.52820087965841,0.11777523640478664,400.0,1.3619654961747696,0.0
110.52609954096602,100.38110599089234,0.04247436463418753,445.0,1.203417543750143,0.0
91.9366701461635,109.57851499204405,0.13354282722005045,338.0,1.243011051023851,0.0
97.04073025333142,138.0287785409969,0.03936621159659843,463.0,0.683756052453884,0.0
82.6476863205867,132.30636047038655,0.07101491130892902,435.0,1.2820073231993108,0.0
106.91555081900538,70.20336355740936,0.14393636421825745,418.0,1.2405345309252613,0.0
85.1118711200316,138.1498012703662,0.05814116758336045,196.0,1.1053439996259837,0.0
71.60641570925766,105.9049047450382,0.04025425975337055,225.0,1.1751647700906998,0.0
93.50276846029945,97.96836727826097,0.03314367839008443,410.0,1.6857704410179402,0.0
72.44063387884084,173.34962720159467,0.01950509556024839,103.0,0.8026940901713457,0.0
93.91157722337272,103.86565960928581,0.10231165742243083,377.0,1.583684900890639,0.0
79.63553924343776,107.17306906223625,0.07413636042259787,81.0,1.0480568655344544,0.0
85.01442692746572,100.78529784433722,0.02360382953353199,374.0,0.7874600284534212,0.0
